,material,A549-6H_AUC_DAPI,A549-24H_AUC_DAPI,A549-72H_AUC_DAPI,BEAS-2B-6H_AUC_DAPI,BEAS-2B-24H_AUC_DAPI,BEAS-2B-72H_AUC_DAPI,HEPG2-6H_AUC_DAPI,HEPG2-24H_AUC_DAPI,HEPG2-72H_AUC_DAPI,THP-1-6H_AUC_DAPI,THP-1-24H_AUC_DAPI,THP-1-72H_AUC_DAPI,A549_6H_1st_2SD_DAPI,A549_24H_1st_2SD_DAPI,A549_72H_1st_2SD_DAPI,BEAS-2B_6H_1st_2SD_DAPI,BEAS-2B_24H_1st_2SD_DAPI,BEAS-2B_72H_1st_2SD_DAPI,HEPG2_6H_1st_2SD_DAPI,HEPG2_24H_1st_2SD_DAPI,HEPG2_72H_1st_2SD_DAPI,THP-1_6H_1st_2SD_DAPI,THP-1_24H_1st_2SD_DAPI,THP-1_72H_1st_2SD_DAPI,A549_6H_1st_3SD_DAPI,A549_24H_1st_3SD_DAPI,A549_72H_1st_3SD_DAPI,BEAS-2B_6H_1st_3SD_DAPI,BEAS-2B_24H_1st_3SD_DAPI,BEAS-2B_72H_1st_3SD_DAPI,HEPG2_6H_1st_3SD_DAPI,HEPG2_24H_1st_3SD_DAPI,HEPG2_72H_1st_3SD_DAPI,THP-1_6H_1st_3SD_DAPI,THP-1_24H_1st_3SD_DAPI,THP-1_72H_1st_3SD_DAPI,A549_6H_MAX_DAPI,A549_24H_MAX_DAPI,A549_72H_MAX_DAPI,BEAS-2B_6H_MAX_DAPI,BEAS-2B_24H_MAX_DAPI,BEAS-2B_72H_MAX_DAPI,HEPG2_6H_MAX_DAPI,HEPG2_24H_MAX_DAPI,HEPG2_72H_MAX_DAPI,THP-1_6H_MAX_DAPI,THP-1_24H_MAX_DAPI,THP-1_72H_MAX_DAPI,A549-24H_AUC_CTG,A549-6H_AUC_CTG,A549-72H_AUC_CTG,BEAS-2B-24H_AUC_CTG,BEAS-2B-6H_AUC_CTG,BEAS-2B-72H_AUC_CTG,HEPG2-24H_AUC_CTG,HEPG2-6H_AUC_CTG,HEPG2-72H_AUC_CTG,THP-1-24H_AUC_CTG,THP-1-6H_AUC_CTG,THP-1-72H_AUC_CTG,A549_24H_1st_2SD_CTG,A549_6H_1st_2SD_CTG,A549_72H_1st_2SD_CTG,BEAS-2B_24H_1st_2SD_CTG,BEAS-2B_6H_1st_2SD_CTG,BEAS-2B_72H_1st_2SD_CTG,HEPG2_24H_1st_2SD_CTG,HEPG2_6H_1st_2SD_CTG,HEPG2_72H_1st_2SD_CTG,THP-1_24H_1st_2SD_CTG,THP-1_6H_1st_2SD_CTG,THP-1_72H_1st_2SD_CTG,A549_24H_1st_3SD_CTG,A549_6H_1st_3SD_CTG,A549_72H_1st_3SD_CTG,BEAS-2B_24H_1st_3SD_CTG,BEAS-2B_6H_1st_3SD_CTG,BEAS-2B_72H_1st_3SD_CTG,HEPG2_24H_1st_3SD_CTG,HEPG2_6H_1st_3SD_CTG,HEPG2_72H_1st_3SD_CTG,THP-1_24H_1st_3SD_CTG,THP-1_6H_1st_3SD_CTG,THP-1_72H_1st_3SD_CTG,A549_24H_MAX_CTG,A549_6H_MAX_CTG,A549_72H_MAX_CTG,BEAS-2B_24H_MAX_CTG,BEAS-2B_6H_MAX_CTG,BEAS-2B_72H_MAX_CTG,HEPG2_24H_MAX_CTG,HEPG2_6H_MAX_CTG,HEPG2_72H_MAX_CTG,THP-1_24H_MAX_CTG,THP-1_6H_MAX_CTG,THP-1_72H_MAX_CTG,A549-6H_AUC_OHG-1,A549-24H_AUC_OHG-1,A549-72H_AUC_OHG-1,BEAS-2B-6H_AUC_OHG-1,BEAS-2B-24H_AUC_OHG-1,BEAS-2B-72H_AUC_OHG-1,HEPG2-6H_AUC_OHG-1,HEPG2-24H_AUC_OHG-1,HEPG2-72H_AUC_OHG-1,THP-1-6H_AUC_OHG-1,THP-1-24H_AUC_OHG-1,THP-1-72H_AUC_OHG-1,A549_6H_1st_2SD_OHG-1,A549_24H_1st_2SD_OHG-1,A549_72H_1st_2SD_OHG-1,BEAS-2B_6H_1st_2SD_OHG-1,BEAS-2B_24H_1st_2SD_OHG-1,BEAS-2B_72H_1st_2SD_OHG-1,HEPG2_6H_1st_2SD_OHG-1,HEPG2_24H_1st_2SD_OHG-1,HEPG2_72H_1st_2SD_OHG-1,THP-1_6H_1st_2SD_OHG-1,THP-1_24H_1st_2SD_OHG-1,THP-1_72H_1st_2SD_OHG-1,A549_6H_1st_3SD_OHG-1,A549_24H_1st_3SD_OHG-1,A549_72H_1st_3SD_OHG-1,BEAS-2B_6H_1st_3SD_OHG-1,BEAS-2B_24H_1st_3SD_OHG-1,BEAS-2B_72H_1st_3SD_OHG-1,HEPG2_6H_1st_3SD_OHG-1,HEPG2_24H_1st_3SD_OHG-1,HEPG2_72H_1st_3SD_OHG-1,THP-1_6H_1st_3SD_OHG-1,THP-1_24H_1st_3SD_OHG-1,THP-1_72H_1st_3SD_OHG-1,A549_6H_MAX_OHG-1,A549_24H_MAX_OHG-1,A549_72H_MAX_OHG-1,BEAS-2B_6H_MAX_OHG-1,BEAS-2B_24H_MAX_OHG-1,BEAS-2B_72H_MAX_OHG-1,HEPG2_6H_MAX_OHG-1,HEPG2_24H_MAX_OHG-1,HEPG2_72H_MAX_OHG-1,THP-1_6H_MAX_OHG-1,THP-1_24H_MAX_OHG-1,THP-1_72H_MAX_OHG-1,A549-6H_AUC_H2AX,A549-24H_AUC_H2AX,A549-72H_AUC_H2AX,BEAS-2B-6H_AUC_H2AX,BEAS-2B-24H_AUC_H2AX,BEAS-2B-72H_AUC_H2AX,HEPG2-6H_AUC_H2AX,HEPG2-24H_AUC_H2AX,HEPG2-72H_AUC_H2AX,THP-1-6H_AUC_H2AX,THP-1-24H_AUC_H2AX,THP-1-72H_AUC_H2AX,A549_6H_1st_2SD_H2AX,A549_24H_1st_2SD_H2AX,A549_72H_1st_2SD_H2AX,BEAS-2B_6H_1st_2SD_H2AX,BEAS-2B_24H_1st_2SD_H2AX,BEAS-2B_72H_1st_2SD_H2AX,HEPG2_6H_1st_2SD_H2AX,HEPG2_24H_1st_2SD_H2AX,HEPG2_72H_1st_2SD_H2AX,THP-1_6H_1st_2SD_H2AX,THP-1_24H_1st_2SD_H2AX,THP-1_72H_1st_2SD_H2AX,A549_6H_1st_3SD_H2AX,A549_24H_1st_3SD_H2AX,A549_72H_1st_3SD_H2AX,BEAS-2B_6H_1st_3SD_H2AX,BEAS-2B_24H_1st_3SD_H2AX,BEAS-2B_72H_1st_3SD_H2AX,HEPG2_6H_1st_3SD_H2AX,HEPG2_24H_1st_3SD_H2AX,HEPG2_72H_1st_3SD_H2AX,THP-1_6H_1st_3SD_H2AX,THP-1_24H_1st_3SD_H2AX,THP-1_72H_1st_3SD_H2AX,A549_6H_MAX_H2AX,A549_24H_MAX_H2AX,A549_72H_MAX_H2AX,BEAS-2B_6H_MAX_H2AX,BEAS-2B_24H_MAX_H2AX,BEAS-2B_72H_MAX_H2AX,HEPG2_6H_MAX_H2AX,HEPG2_24H_MAX_H2AX,HEPG2_72H_MAX_H2AX,THP-1_6H_MAX_H2AX,THP-1_24H_MAX_H2AX,THP-1_72H_MAX_H2AX,A549-24H_AUC_CASP,A549-6H_AUC_CASP,A549-72H_AUC_CASP,BEAS-2B-24H_AUC_CASP,BEAS-2B-6H_AUC_CASP,BEAS-2B-72H_AUC_CASP,HEPG2-24H_AUC_CASP,HEPG2-6H_AUC_CASP,HEPG2-72H_AUC_CASP,THP-1-24H_AUC_CASP,THP-1-6H_AUC_CASP,THP-1-72H_AUC_CASP,A549_24H_1st_2SD_CASP,A549_6H_1st_2SD_CASP,A549_72H_1st_2SD_CASP,BEAS-2B_24H_1st_2SD_CASP,BEAS-2B_6H_1st_2SD_CASP,BEAS-2B_72H_1st_2SD_CASP,HEPG2_24H_1st_2SD_CASP,HEPG2_6H_1st_2SD_CASP,HEPG2_72H_1st_2SD_CASP,THP-1_24H_1st_2SD_CASP,THP-1_6H_1st_2SD_CASP,THP-1_72H_1st_2SD_CASP,A549_24H_1st_3SD_CASP,A549_6H_1st_3SD_CASP,A549_72H_1st_3SD_CASP,BEAS-2B_24H_1st_3SD_CASP,BEAS-2B_6H_1st_3SD_CASP,BEAS-2B_72H_1st_3SD_CASP,HEPG2_24H_1st_3SD_CASP,HEPG2_6H_1st_3SD_CASP,HEPG2_72H_1st_3SD_CASP,THP-1_24H_1st_3SD_CASP,THP-1_6H_1st_3SD_CASP,THP-1_72H_1st_3SD_CASP,A549_24H_MAX_CASP,A549_6H_MAX_CASP,A549_72H_MAX_CASP,BEAS-2B_24H_MAX_CASP,BEAS-2B_6H_MAX_CASP,BEAS-2B_72H_MAX_CASP,HEPG2_24H_MAX_CASP,HEPG2_6H_MAX_CASP,HEPG2_72H_MAX_CASP,THP-1_24H_MAX_CASP,THP-1_6H_MAX_CASP,THP-1_72H_MAX_CASP
0,Bleomycin,-0.0,78.73427007807203,216.89188345167057,-0.0,97.49763062957518,299.7363624457202,6.022903249808714,-0.0,47.82011587941308,-0.0,-0.0,56.902447949588975,,0.3333333333333333,0.037037037037037035,,0.1111111111111111,0.012345679012345678,0.012345679012345678,,3.0,,,1.0,,1.0,0.037037037037037035,,1.0,0.012345679012345678,,,,,,9.0,12.757357584943797,51.9990552015762,94.92096395309397,17.916103396009998,63.201777110765704,99.69986357435198,25.24684528400452,19.505121000634457,46.94725147328761,17.35233970888969,28.107310850673684,50.27626811594203,40.89476560235393,-0.0,101.11280171842215,117.57359769585682,-0.0,224.12023265030916,4.290783668739529,-0.0,14.857408275635654,25.652717694008643,-0.0,49.90108307704265,0.037037037037037035,,0.3333333333333333,0.012345679012345678,,0.012345679012345678,0.012345679012345678,,9.0,0.037037037037037035,,3.0,3.0,,3.0,0.037037037037037035,,0.037037037037037035,,,9.0,9.0,,3.0,34.33977567579133,12.747165450345433,77.09798659905782,63.71939517876733,17.080323897650075,105.26953646465176,19.590432902525617,11.50673211162258,31.139690652358965,27.317098579633065,15.582990276043962,60.096622466986815,-0.0,95.85448440453936,440.583302387864,-0.0,313.6319427887082,966.5650014631228,55.96874539054993,-0.0,60.24038648584555,-0.0,133.45987102720036,82.01646455448589,,9.0,0.3333333333333333,,1.0,0.012345679012345678,9.0,,9.0,,3.0,9.0,,9.0,0.3333333333333333,,1.0,0.037037037037037035,,,9.0,,,,110.14897476841075,138.02152691024028,416.40512445614627,110.6674707819746,245.44406252267328,533.5118826305411,119.23195419227822,106.41625259058094,126.25802328014167,109.69258583095149,119.52083462263812,122.4154659362747,798.2414686512803,683.2852189483506,1587.3418128012643,902.9565559913613,2546.1458465406126,1856.1601090884687,637.4594628165007,685.9767403165743,579.0712158946812,492.2937974628652,413.8855324294608,651.3826382607543,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.3333333333333333,0.012345679012345678,0.012345679012345678,0.037037037037037035,0.037037037037037035,0.1111111111111111,0.3333333333333333,1.0,0.1111111111111111,0.037037037037037035,0.3333333333333333,0.037037037037037035,0.3333333333333333,0.037037037037037035,0.012345679012345678,0.1111111111111111,0.037037037037037035,0.3333333333333333,1.0,1.0,0.1111111111111111,578.5501867068322,734.9092426466066,1644.6940662020322,837.3604508856777,2083.413345921143,1162.2483672740948,417.98993186666644,488.85060448433063,415.271771658092,419.44301195948424,403.3471359558316,455.06652818986373,569.7457006314512,220.22234955460735,441.44983229990055,1782.0174705963018,318.4794211060341,9564.690908747325,550.2605567577891,65.40477773299851,424.4547562292988,281.98471217804973,38.96064105477633,317.56982309225396,0.037037037037037035,1.0,0.037037037037037035,0.1111111111111111,0.037037037037037035,0.012345679012345678,0.012345679012345678,1.0,0.012345679012345678,3.0,27.0,1.0,0.3333333333333333,9.0,3.0,0.1111111111111111,9.0,0.012345679012345678,0.012345679012345678,,1.0,3.0,27.0,3.0,353.18721962696907,144.5200497457546,487.1935436930334,1660.602049804611,245.2666826016723,9537.749964685412,390.9509504324368,145.874151019747,387.66955270804965,327.250876054498,169.94967892370204,271.5576225203524
1,NRCWE-040,9.671157890717144,13.09126561055821,38.338503802941474,12.121542184294807,8.78526157469367,26.150995545298713,29.057588308129613,23.02467905774642,35.86244832762366,23.290893811695792,32.321132593447594,38.484897061390384,256.0,256.0,9.481481481481481,256.0,256.0,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,256.0,256.0,85.33333333333333,256.0,256.0,85.33333333333333,256.0,256.0,256.0,256.0,256.0,85.33333333333333,40.539622978647365,54.876052915521946,58.54177364597018,50.81115990700077,36.826116999778364,58.92631611715422,65.52187435206302,53.36263935466329,70.79178885630499,48.81004335049897,75.55730913395148,76.85609226140733,-0.0,-0.0,-0.0,-0.0,-0.0,6.512701132748002,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,,,,256.0,,,,,,,,,,,,256.0,,,,,,,6.073210818067114,11.126744872378113,18.875043286780063,12.274596772213867,8.19148141331452,27.299983257189446,4.923767000271695,1.9066621998258213,9.518036376646704,9.615473041778095,12.16369158920079,19.08570889716943,31.842025184986156,41.17210930848301,37.33808868204306,101.80211567300239,93.25815118181136,99.38037114320508,33.841099018538785,31.39493789142974,39.78600061490602,32.645379019290175,38.45513155452547,38.73993483830686,256.0,256.0,256.0,85.33333333333333,85.33333333333333,85.33333333333333,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,85.33333333333333,256.0,256.0,256.0,256.0,256.0,256.0,133.47560969043508,172.58551741809998,156.51404464880292,176.25762665181753,157.63149435613337,177.01727877304214,141.85534047701347,131.60150624551892,166.77521791932202,136.84311355389653,161.19647227671797,162.39031254672952,29.55876863687306,91.33602675177407,142.53917059057943,35.88278744909759,35.22683449168169,30.590716630919015,29.673348534732867,31.813395452495953,166.97297398236077,31.672334198877913,33.927986456038106,31.077701397003118,256.0,28.444444444444443,28.444444444444443,256.0,256.0,256.0,256.0,256.0,28.444444444444443,256.0,256.0,256.0,,256.0,256.0,256.0,256.0,256.0,,256.0,28.444444444444443,256.0,256.0,256.0,123.9876606009966,136.15167004531003,135.68619591904874,150.41370341038737,147.66407550793178,128.2303662992038,124.9638274142477,137.3029678113512,177.572044443251,132.76429790363176,142.21955580651235,130.27171223073324,33.10426762697642,32.94481361010407,102.78937531970428,122.97868564737986,39.26220547979412,100.79027487485092,52.740160828968044,30.015654080955244,38.0649399683701,48.18444177955999,66.74653208517044,218.57982314288688,256.0,256.0,85.33333333333333,85.33333333333333,256.0,28.444444444444443,256.0,256.0,256.0,256.0,256.0,28.444444444444443,256.0,256.0,85.33333333333333,85.33333333333333,256.0,256.0,256.0,,256.0,256.0,256.0,85.33333333333333,138.76668582466394,147.77286697769554,155.6824938583046,198.88183026929394,164.57957004184624,160.03157559515876,221.07655153596573,136.8124761398081,159.56086463067152,201.97985859117202,279.7885502895404,233.9757177154256
2,Prom_Co0.75 Fe2.25_MiLE019 D-9 1%,-0.0,-0.0,4.16853437754918,8.222652553014768,10.265904417090088,97.60767124086668,-0.0,-0.0,-0.0,-0.0,-0.0,19.87540042085306,,,256.0,256.0,256.0,9.481481481481481,,,,,,9.481481481481481,,,,256.0,256.0,28.444444444444443,,,,,,256.0,15.699991065844728,11.57262698230292,17.473689701786377,36.24712824902023,43.03268536264195,94.9523024576612,10.272444536595483,18.126114081996437,29.079178885630498,22.460804362644854,21.86732186732187,33.340018942559475,5.918996902077039,-0.0,-0.0,23.982482198222066,-0.0,85.10732996531083,-0.0,-0.0,-0.0,6.8655222000437774,-0.0,71.34306318980931,256.0,,,85.33333333333333,,28.444444444444443,,,,256.0,,3.1604938271604937,256.0,,,85.33333333333333,,28.444444444444443,,,,256.0,,9.481481481481481,24.81128997514398,11.416948529546726,16.41167049889861,39.199075349659,15.832187060329524,93.11922639459893,7.3482544063672375,11.155591557995171,19.309193120971834,28.778940917556426,17.65364785163141,60.69781933247263,28.324477367094158,-0.0,27.794793227542385,-0.0,32.33065498219342,241.3509796354221,-0.0,-0.0,27.906121872550894,-0.0,-0.0,-0.0,256.0,,256.0,,256.0,28.444444444444443,,,256.0,,,,,,,,256.0,28.444444444444443,,,,,,,118.73072971245645,113.28458252102061,116.51039626760499,104.1318340488465,135.5238512741992,322.5570324194721,109.12878616262333,104.34214390663348,116.97706441079609,102.92876147828005,105.68792901826275,103.07042663557696,-0.0,112.51950146126359,151.85654996554717,-0.0,92.53793985068337,344.565422021672,-0.0,34.88712163987232,114.23601515174593,-0.0,-0.0,-0.0,,28.444444444444443,28.444444444444443,,85.33333333333333,9.481481481481481,,256.0,85.33333333333333,,,,,,85.33333333333333,,256.0,28.444444444444443,,256.0,256.0,,,,123.760319493064,119.9976904707066,138.92136392202468,116.83572056213991,139.37561373677113,478.99981727926286,121.51412076900397,146.2400649510809,252.77085755793343,108.06679378848908,113.1266302501343,108.4321025740779,-0.0,-0.0,-0.0,187.2744826345604,101.14467121822236,737.215466622735,32.11768287960136,-0.0,48.29648371333948,39.86350962379743,34.93257764141535,321.6006477421333,,,,85.33333333333333,85.33333333333333,28.444444444444443,256.0,,256.0,256.0,256.0,9.481481481481481,,,,85.33333333333333,256.0,28.444444444444443,,,256.0,256.0,,9.481481481481481,137.518414363598,122.34835599812703,117.75553194491962,441.45041910783345,160.9486337407581,1789.7688793594639,157.13081393518297,127.50021434660408,202.4495167029043,167.10012069036688,146.43060771602117,269.65497628117146
3,Prom_Co3O4_MiLE19 A-9 1%,-0.0,-0.0,4.808877232657571,10.432977512600477,7.468081746442038,169.55814491095654,5.300733181482437,-0.0,8.724602885057053,-0.0,-0.0,81.82106106437739,,,256.0,256.0,256.0,1.0534979423868311,256.0,,256.0,,,3.1604938271604937,,,,256.0,,1.0534979423868311,,,,,,28.444444444444443,14.276241000378931,11.862935703374532,20.15788307516536,43.73302345849372,31.304753970057305,89.21355045998331,22.219648062406854,13.842318254082958,36.57184750733138,16.318989846091185,22.866114289471952,55.83735909822867,3.3700756862616315,-0.0,-0.0,18.25670559147711,-0.0,132.65752261960063,-0.0,-0.0,-0.0,-0.0,-0.0,100.49611200319762,256.0,,,85.33333333333333,,1.0534979423868311,,,,,,1.0534979423868311,,,,256.0,,3.1604938271604937,,,,,,1.0534979423868311,14.126705330877598,14.315652030506094,14.820804020358164,27.624913986889048,12.144532809080783,80.73024096763243,12.53644604232301,8.750667327601324,12.261737414973744,15.069984192857344,14.751469253534264,57.838668508957724,-0.0,-0.0,26.88523023905904,-0.0,30.374858761331126,341.3580023690447,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,,,256.0,,256.0,3.1604938271604937,,,,,,,,,,,256.0,3.1604938271604937,,,,,,,102.24515669133646,111.48571493207054,112.69768417613565,103.4408779214058,127.32553186790304,212.03138947280098,109.79114822766392,102.59459222924681,112.17396359808419,101.14615798892635,103.58256061139585,117.31643449668533,-0.0,84.56327742372174,94.48530888593362,-0.0,91.36845807361263,636.1170110698313,92.26358354981772,29.430235639200184,92.66780270231621,-0.0,-0.0,55.208247863794114,,85.33333333333333,85.33333333333333,,85.33333333333333,1.0534979423868311,85.33333333333333,256.0,85.33333333333333,,,85.33333333333333,,,85.33333333333333,,85.33333333333333,3.1604938271604937,85.33333333333333,,85.33333333333333,,,,109.1832864885219,119.20414158684198,138.9312868611101,103.86577792447625,129.14394091728147,516.2480906779389,132.31470058733265,123.36585447861562,137.429182683665,113.20777222504347,108.07406768157148,119.23314225624416,-0.0,-0.0,-0.0,123.73018163521053,39.99698229302949,784.909847600567,33.30437473340628,-0.0,128.87942510568598,193.72260080721856,34.09736895995667,626.9724300608342,,,,85.33333333333333,256.0,3.1604938271604937,256.0,,85.33333333333333,9.481481481481481,256.0,1.0534979423868311,,,,85.33333333333333,256.0,9.481481481481481,,,85.33333333333333,85.33333333333333,,3.1604938271604937,126.4449324326982,112.93803445653695,111.91857821153052,201.71189878113705,167.6596122993101,958.8944750462917,150.31599322757697,127.74015829988264,219.0429631163969,181.42860016900585,172.26624293420997,407.4140637192229
4,NM401,8.020649985531286,9.734752689907754,46.08790699463209,15.746785317823356,9.165854640858797,41.30318785935253,9.269124869145024,11.130703067992126,52.61944163185413,39.22717720005184,64.80202048395738,128.90331192805158,256.0,256.0,3.1604938271604937,0.11705532693187014,256.0,9.481481481481481,256.0,256.0,28.444444444444443,28.444444444444443,28.444444444444443,3.1604938271604937,256.0,256.0,85.33333333333333,256.0,256.0,256.0,256.0,256.0,256.0,256.0,28.444444444444443,9.481481481481481,33.62101313320826,40.806200074350116,50.78309427252025,43.84683970675649,38.42148950687301,59.928246155488154,38.85437832607644,46.65775401069519,65.40555533048078,62.137369567710124,73.3697291427882,85.34274193548387,-0.0,-0.0,-0.0,4.9100410182899,-0.0,-0.0,-0.0,-0.0,-0.0,35.43259644679135,-0.0,69.37976854921435,,,,0.11705532693187014,,,,,,9.481481481481481,,9.481481481481481,,,,,,,,,,28.444444444444443,,9.481481481481481,9.518107705654266,6.214653116803138,4.674255148415153,20.58194209425797,13.869833494262451,10.73914238308343,11.027125278861096,13.032079700967913,4.363784752283129,31.293527169744966,18.65159694603139,59.538402022039996,31.07330501957913,33.12295881744782,206.73539409590433,154.59206772165953,97.30346992168066,215.95221000156226,29.068078222355474,29.807233894980314,153.9463566543817,-0.0,28.312176562493747,-0.0,256.0,256.0,9.481481481481481,28.444444444444443,28.444444444444443,9.481481481481481,256.0,256.0,28.444444444444443,,256.0,,256.0,256.0,85.33333333333333,256.0,256.0,85.33333333333333,256.0,256.0,85.33333333333333,,256.0,,130.25328346705737,138.84503567928266,150.68665279803287,146.81492743575035,163.11179653011328,185.68936941103914,121.8477606470696,124.94615823599756,158.40131859225343,106.01468916809807,118.67916711917965,96.51053948353788,-0.0,29.21031780647892,145.29871900380613,31.199378289594385,88.7866822557067,223.87512167472687,-0.0,28.939101930269892,172.26486936637752,-0.0,106.69095158726842,204.61924748959922,,256.0,28.444444444444443,256.0,85.33333333333333,0.11705532693187014,,256.0,28.444444444444443,,85.33333333333333,28.444444444444443,,256.0,28.444444444444443,,256.0,1.0534979423868311,,,28.444444444444443,,85.33333333333333,28.444444444444443,109.41151714083898,127.26015889864809,131.1038130177655,132.5828903663888,142.56279559128473,143.20573997403767,123.84625903246346,121.30711698129385,170.31199151467388,110.64938155308687,153.52268806073153,195.3889155272583,103.87454853977701,31.961983065618195,340.5390968083898,279.67806298213475,331.5692816765089,241.13510416081058,116.79334396053855,31.69177585549329,71.34155582489649,453.8493716692618,279.4595440307463,547.238800973009,85.33333333333333,256.0,3.1604938271604937,9.481481481481481,0.11705532693187014,9.481481481481481,85.33333333333333,256.0,28.444444444444443,28.444444444444443,28.444444444444443,9.481481481481481,85.33333333333333,,28.444444444444443,85.33333333333333,85.33333333333333,9.481481481481481,256.0,,,28.444444444444443,85.33333333333333,9.481481481481481,155.72341559082827,133.9784499200221,139.63462785034045,266.4310661184298,173.09832313659223,159.80865639565303,193.86176029015235,134.21926546333168,149.52500044629946,459.0058174717393,288.734968287176,455.4267076657807
5,NRCWE-051,24.86628372736811,40.3638411449479,62.30963484602655,29.66036009760547,31.979821456597506,52.22680707970603,23.758254705173666,22.73583217998868,58.07708853915605,43.469590094069275,49.61031945569345,56.73859293339339,85.33333333333333,85.33333333333333,9.481481481481481,85.33333333333333,85.33333333333333,28.444444444444443,85.33333333333333,85.33333333333333,28.444444444444443,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,256.0,256.0,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,44.69722455845248,87.04653229243169,92.01709660778138,67.42554586047274,68.89542917150278,84.08483645074548,53.82984311286198,53.622633328515676,72.54545454545455,68.34395275086555,74.69586374695865,83.5868293498245,7.059611423260922,3.6395809493866755,-0.0,7.916523378910133,-0.0,26.23776333147036,-0.0,-0.0,-0.0,-0.0,-0.0,25.362421356163388,256.0,256.0,,256.0,,85.33333333333333,,,,,,9.481481481481481,256.0,,,256.0,,85.33333333333333,,,,,,28.444444444444443,29.592525394446618,16.96583819904797,21.100299197657904,33.18453454169243,16.678462688584933,58.1430605361564,9.805279640164411,10.018570689595668,14.53079744621585,19.695022039657726,19.36914598543158,36.016495955302176,86.6612703666921,179.64631726161582,159.38624133885378,110.92744926440443,126.65680481656568,194.01741927127824,97.73818756603434,91.48050925865073,180.9590630988473,108.35493761293473,168.06072079320148,123.16162722090483,85.33333333333333,28.444444444444443,85.33333333333333,85.33333333333333,85.33333333333333,28.444444444444443,85.33333333333333,85.33333333333333,28.444444444444443,85.33333333333333,28.444444444444443,85.33333333333333,256.0,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,85.33333333333333,133.98175413184063,218.07655525915038,342.0195858870656,179.3763060360571,247.4501575652327,281.1169507682588,137.4875386364889,142.51667343596665,186.27786654985903,160.15652952104557,181.5143548975076,186.56690773726706,35.09198377093881,92.59202948254563,126.8799596713721,38.12483283012912,111.90839381846517,157.3554504177763,-0.0,86.68665817900091,166.555713559939,100.13733945433944,167.42896401525735,103.3886142002533,256.0,28.444444444444443,85.33333333333333,256.0,85.33333333333333,9.481481481481481,,85.33333333333333,28.444444444444443,85.33333333333333,9.481481481481481,85.33333333333333,256.0,256.0,85.33333333333333,256.0,85.33333333333333,85.33333333333333,,256.0,28.444444444444443,85.33333333333333,85.33333333333333,85.33333333333333,147.09880737364125,160.38256715402787,232.7867050115732,159.81192392080612,200.1821443840767,187.06044611918514,126.33659093142806,130.2862284668743,161.18180142814404,150.34836631886742,167.6661804379196,153.660809286635,221.62118263612973,-0.0,32.27099895933793,143.3276485273568,78.04183635047674,153.606452078702,-0.0,-0.0,65.39290839557842,248.84757254357902,217.2302097164009,460.9844927003067,3.1604938271604937,,256.0,85.33333333333333,0.11705532693187014,0.11705532693187014,,,85.33333333333333,9.481481481481481,9.481481481481481,3.1604938271604937,85.33333333333333,,,85.33333333333333,256.0,85.33333333333333,,,,85.33333333333333,85.33333333333333,9.481481481481481,168.51781542744885,140.28650918567064,147.15934435227993,271.5041157506902,190.20566741963768,221.44076594973663,131.88833074977362,130.08726562366962,148.32293308714583,197.41846276344705,267.8694689120704,321.33445524736226
